1999	 2542	 1875	 667
2000	 2800	 2072	 728
2001	 2730	 2075	 655
2002	 3289	 2519	 770
2003	 3398	 2660	 738
2004	 3902	 3018	 884
2005	 4146	 3215	 931
2006	 4224	 3263	 961
2007	 7459	 5997	 1462
2008	 6894	 5525	 1369
2009	 4986	 4032	 954
2010	 5335	 4404	 931
2011	 5196	 4273	 923
2012	 5513	 4508	 1005
2013	 5756	 4711	 1045
2014	 5234	 4196	 1038
